orphan_semantic_unit_id	member_count	member_solution_ids	source_files	statuses	candidate_problem_ids	candidate_statement_hashes	distinct_candidate_statement_count	editorial_action
SOLSEM-DCFE8DCA7990	2	IMP-DL-EAE0F59552-S002;IMP-M2-7EA9DA1D72-S002	Downloads/theory-of-analysis-topology.tex;MATH-ALLS-2/theory-of-analysis-topology.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-EAE0F59552-P001;IMP-DL-EAE0F59552-P007;IMP-DL-EAE0F59552-P008;IMP-DL-EAE0F59552-P011;IMP-DL-EAE0F59552-P014;IMP-DL-EAE0F59552-P015;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-DL-EAE0F59552-PSR002479-42167B9C;IMP-M2-7EA9DA1D72-P001;IMP-M2-7EA9DA1D72-P007;IMP-M2-7EA9DA1D72-P008;IMP-M2-7EA9DA1D72-P011;IMP-M2-7EA9DA1D72-P014;IMP-M2-7EA9DA1D72-P015;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80;IMP-M2-7EA9DA1D72-PSR002479-42167B9C	2cd641868f4c598808d82c33ac7be1ee25533c0a89ec3ebd7104f9d77059773e;42167b9cb160eba77da53c9a03195960126e76b8bc9551d73229e1fa15be042e;6ab7fe8044927915ea3476fa981f0184168ac57e4258890cd64b2012e9e59bf0;74689fff44c6c83f82c38df0f4ea2474030a5f98fd152e7116e05628d1729f17;80aee9931e3ecf0aae975a92bcba29e76c04d7ef9a2b3febb932e5a129dc2a8a;8a7cee50744442e7969538f64ec7481959cd0e4ea7fa90799c166e2700f95343;8bff6914b64449b8b0ca1b9459322e2ad8cf6f069fb18da464952c328728d707;a6dcfc66fc2dd3d084ae4fb22ecf48a9bd6e15b2031d1a9104c6a227dca87a62	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-DFADE3F604D1	2	IMP-DL-98972A6B93-S002;IMP-M2-355EA0996F-S002	Downloads/theory-of-geometry-II.tex;MATH-ALLS-2/theory-of-geometry-II.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-98972A6B93-P005;IMP-DL-98972A6B93-P006;IMP-DL-98972A6B93-P010;IMP-DL-98972A6B93-P011;IMP-DL-98972A6B93-P017;IMP-DL-98972A6B93-R001713-2DDF0825;IMP-DL-98972A6B93-R001719-B0D07024;IMP-DL-A470D9BACB-P005;IMP-M2-2850FB9A8A-P005;IMP-M2-355EA0996F-P005;IMP-M2-355EA0996F-P006;IMP-M2-355EA0996F-P010;IMP-M2-355EA0996F-P011;IMP-M2-355EA0996F-P017;IMP-M2-355EA0996F-R001713-2DDF0825;IMP-M2-355EA0996F-R001719-B0D07024	0b825a685998f956b747b9c73bd6c1dbac09432335c9ebb411ac4c2b734d750a;0df2070d348a4f58f14cb8dde204c1a9d2626a98d7e914b0b6e40db3bf8d61bd;2ddf08255ef2312e9f83ea67a8724f9bdf2957a6cd15cbbbb1b7b8f776e6c23d;833e3ed0e8d1a2afb8e0c93e13c99a442a3befaf605457489af924c093a30046;b0d070248ef6c7f76b024e6c0a1079c84b7040d0ff89dd1d5a0c087e74f1ad86;dbb1b200b44130ed95071fd26c7ef81e306bc97432914416eb846394112cce59	6	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-E1C7298294B9	6	IMP-DL-15679DEE8D-S005;IMP-DL-3CA1CB77F7-S005;IMP-DL-E0A96454A5-S005;IMP-M2-1D2863B81A-S005;IMP-M2-D47CB97304-S005;IMP-M2-F08D4144EA-S005	Downloads/theory-of-analysis - Copy.tex;Downloads/theory-of-analysis-numbers.tex;Downloads/theory-of-analysis.tex;MATH-ALLS-2/theory-of-analysis - Copy.tex;MATH-ALLS-2/theory-of-analysis-numbers.tex;MATH-ALLS-2/theory-of-analysis.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-15679DEE8D-P001;IMP-DL-15679DEE8D-P002;IMP-DL-15679DEE8D-P003;IMP-DL-15679DEE8D-P004;IMP-DL-15679DEE8D-P007;IMP-DL-15679DEE8D-P008;IMP-DL-3CA1CB77F7-P001;IMP-DL-3CA1CB77F7-P002;IMP-DL-3CA1CB77F7-P003;IMP-DL-3CA1CB77F7-P004;IMP-DL-3CA1CB77F7-P006;IMP-DL-3CA1CB77F7-P007;IMP-DL-3CA1CB77F7-P008;IMP-DL-3CA1CB77F7-P010;IMP-DL-873C6F4098-P079;IMP-DL-E0A96454A5-P001;IMP-DL-E0A96454A5-P002;IMP-DL-E0A96454A5-P003;IMP-DL-E0A96454A5-P004;IMP-DL-E0A96454A5-P007;IMP-DL-E0A96454A5-P008;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-M2-1D2863B81A-P001;IMP-M2-1D2863B81A-P002;IMP-M2-1D2863B81A-P003;IMP-M2-1D2863B81A-P004;IMP-M2-1D2863B81A-P007;IMP-M2-1D2863B81A-P008;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80;IMP-M2-CFC28ED568-P079;IMP-M2-D47CB97304-P001;IMP-M2-D47CB97304-P002;IMP-M2-D47CB97304-P003;IMP-M2-D47CB97304-P004;IMP-M2-D47CB97304-P007;IMP-M2-D47CB97304-P008;IMP-M2-F08D4144EA-P001;IMP-M2-F08D4144EA-P002;IMP-M2-F08D4144EA-P003;IMP-M2-F08D4144EA-P004;IMP-M2-F08D4144EA-P006;IMP-M2-F08D4144EA-P007;IMP-M2-F08D4144EA-P008;IMP-M2-F08D4144EA-P010	21e578c1fd9afa88561493e971873d40a57bb65eb8682563b9302d46aa95ec3b;2356636db074033163255616440cd2fe31e45621ba397772dbee4da5e4278c99;37265362bb2ed94dc1a3301a24d97e1b3522557554eebea76aa24d441feedde1;5aee21742b4e6aefb922b71c80934ad832cd7c5ae47a2a71e10c79456dbab167;6ab7fe8044927915ea3476fa981f0184168ac57e4258890cd64b2012e9e59bf0;84791f5dc2484dc858422ca2524637684c8be29fc006dd15be237d0898b36d07;ba886d9ee8dead4ade6cfde94b8ba9880942ad6148439f89f5683be32f03ff7c;d55ff1450a44dc8970351810a1371254b7a77b8c28f7634ce6910d7ea6c50145;fd2be391c5209f712b47278017a7e8c2fd990c0547cfad2dbf24cd90e30fd36d	9	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-E2F0EC0A8FB7	2	IMP-DL-E1F1BB4192-S001;IMP-M3-0D398C7F27-S001	Downloads/theory-of-commutative-algebra-5.tex;MATH_ALLS-3/theory-of-commutative-algebra-5.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-E1F1BB4192-P006;IMP-DL-E1F1BB4192-P007;IMP-DL-E1F1BB4192-P008;IMP-DL-E1F1BB4192-P009;IMP-DL-E1F1BB4192-P010;IMP-DL-E1F1BB4192-P011;IMP-DL-FD5C2608DA-P006;IMP-M3-0D398C7F27-P006;IMP-M3-0D398C7F27-P007;IMP-M3-0D398C7F27-P008;IMP-M3-0D398C7F27-P009;IMP-M3-0D398C7F27-P010;IMP-M3-0D398C7F27-P011;IMP-M3-F5BFB39338-P006	0814fccf1ce8f7e7f7e05f1573465c56fda01d02db842ba11d2c8194a420e26e;4eaac68d5f21ed0f03ccfe177daa0641165cf663de8751a44a1bc9f0b9b02e4e;9a2bf2c983f4ab3d8d9db2e5a95d1d73bb2073e71e7db8c9e80283e3285e7677;af2e2416b1f174f1c3644ca70fb8eb5d9f5082976c6431eae1c9535f49e26e66;caf98b2ad15db6c3f3f3eb9dd872cc6ca2f540bdda5bd7dbc85cf29f31c27224;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d;efb86b28aca0d431b111975c48163511ca44cebaba71b490580da23d6275cfbb	7	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-EAF3CE18ED2B	2	IMP-DL-D4351A3BBD-S002;IMP-M2-721AD91C7F-S002	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0EB9CBD958-P010;IMP-DL-7A55205E2C-P002;IMP-DL-98972A6B93-R003395-D9B81AC5;IMP-DL-A470D9BACB-P027;IMP-DL-E88547CF67-P016;IMP-M2-2850FB9A8A-P027;IMP-M2-2D41E1011A-P002;IMP-M2-355EA0996F-R003395-D9B81AC5;IMP-M2-80D8AED0FF-P016;IMP-M2-F4C85D52DC-P010	1d8d1938685005ec228c38493f3d940cc1840d76d97ada6c0597efc27a2e632d;2bbd85bd486bc7b61c24a6fd6c09943e9732487d60da726e1177939f7c8382b7;2c635146a821744b012f4771cda9c9bccc9e0acbc32b4f6f1065b50bace06368;a1a99f9baf1acb3d2557709d53ed59df9aee4e3a2a9881d1c6aa24bf7b8f5fa1;d9b81ac5be4fbaa85c520d53c7ca6fbcd239e795df6a6425bdd2104369e77ff3	5	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-EBCCAEB05555	1	IMP-DL-6B513C0C2F-S001	Downloads/theory-of-algebraic-geometry-10.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0A9B1F0A75-P001;IMP-DL-0A9B1F0A75-P002;IMP-DL-0A9B1F0A75-P004;IMP-DL-0B4CC237FA-P002;IMP-DL-721195CCB5-PSR004607-99806BF8;IMP-DL-721195CCB5-PSR005225-E90913A1;IMP-DL-B7E3C22557-P002;IMP-DL-D27460A55B-P005	0193513113d9633b3ebd3f92522f7649b4596d45ba2cdd2ae84bb788b894ad31;3f1f851ce5794c9734be790183998db8982ac0899a02964532f1df4f2240dfca;5054d35ac8e9c0eb255fad0029ca5a2d73d07f6b903cba9ef78d8e19dd85ac83;5de62cfce52a312c23b6d34710252f27a540bd1c64b123362ad07c84793661ff;99806bf842835dc4a4cc0d2ae4d54324e64b239a33e3e37c7ddca5436fcc3dc7;c05292bf083d4f0b092bff883c7e88cb7add6d3bd43600815a8483d688fd564f;e464845a55a565c94a6a2017e6d21a3397debdeab23a94a8237da628725bba60;e90913a13de91635d73a6d5a1535e9076f4953510202834b690f8b2a8f90e9f0	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-F23AA3472752	4	IMP-DL-1068DBED71-S007;IMP-DL-CAA415139D-S007;IMP-M3-F4E66B2919-S007;IMP-M3-FCB1647DD6-S007	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-1068DBED71-P002;IMP-DL-1068DBED71-P073;IMP-DL-724FD8B7B1-P010;IMP-DL-CAA415139D-P002;IMP-DL-CAA415139D-P073;IMP-DL-E1F1BB4192-P007;IMP-DL-E1F1BB4192-P011;IMP-DL-FD5C2608DA-P006;IMP-M3-0D398C7F27-P007;IMP-M3-0D398C7F27-P011;IMP-M3-51E6A44D55-P010;IMP-M3-F4E66B2919-P002;IMP-M3-F4E66B2919-P073;IMP-M3-F5BFB39338-P006;IMP-M3-FCB1647DD6-P002;IMP-M3-FCB1647DD6-P073	48e106663abe2e4f5c20ba032a95547803eb2c1dcd5c9adb9712fd19f158c831;4eaac68d5f21ed0f03ccfe177daa0641165cf663de8751a44a1bc9f0b9b02e4e;7930f43642ae186a9caf26e7815b73823af68723cfae5283d1fa83d2634cc3c6;af2e2416b1f174f1c3644ca70fb8eb5d9f5082976c6431eae1c9535f49e26e66;c3d4650c56a246a270f934ee2c8f3bcce34dcee1ba2f899b21c77f8b6c3203ef;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d	6	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-F310C1FA1496	4	IMP-DL-1068DBED71-S010;IMP-DL-CAA415139D-S010;IMP-M3-F4E66B2919-S010;IMP-M3-FCB1647DD6-S010	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-1068DBED71-P011;IMP-DL-1068DBED71-P014;IMP-DL-1068DBED71-P015;IMP-DL-1068DBED71-P016;IMP-DL-1068DBED71-P017;IMP-DL-1068DBED71-P020;IMP-DL-1068DBED71-P059;IMP-DL-CAA415139D-P011;IMP-DL-CAA415139D-P014;IMP-DL-CAA415139D-P015;IMP-DL-CAA415139D-P016;IMP-DL-CAA415139D-P017;IMP-DL-CAA415139D-P020;IMP-DL-CAA415139D-P059;IMP-DL-E1F1BB4192-P011;IMP-M3-0D398C7F27-P011;IMP-M3-F4E66B2919-P011;IMP-M3-F4E66B2919-P014;IMP-M3-F4E66B2919-P015;IMP-M3-F4E66B2919-P016;IMP-M3-F4E66B2919-P017;IMP-M3-F4E66B2919-P020;IMP-M3-F4E66B2919-P059;IMP-M3-FCB1647DD6-P011;IMP-M3-FCB1647DD6-P014;IMP-M3-FCB1647DD6-P015;IMP-M3-FCB1647DD6-P016;IMP-M3-FCB1647DD6-P017;IMP-M3-FCB1647DD6-P020;IMP-M3-FCB1647DD6-P059	4cd708ddd57a7aff12079289cbe3402afa29217b5da84df3d0a57ffe46333f9a;4eaac68d5f21ed0f03ccfe177daa0641165cf663de8751a44a1bc9f0b9b02e4e;5b274109062835a1bdf3cc827e9ecf7bb0d0d5039bf5cebc6e732df382fb1e08;95f990e2c475094e91914c8b1165b623ae873e09bdd2f783b395b2d110145896;d4461a0d92e700decf9eef941930fb12b29df2b813a2fc5abe8564eaf3f87ac7;d8f257358a55280416bf43123a06cef3c1a10fa7aa2ce0329082be6128db2c18;dac4fecc8c3fb39c9e145ccd43ab83b6e3106f25839ff81e56d2f00b9d801578;ef19b1dbf705046fbc8df6432eca5e607529ee174ea36bf4c21f6355ca3fde77	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-F972DAAC2A87	4	IMP-DL-1068DBED71-S006;IMP-DL-CAA415139D-S006;IMP-M3-F4E66B2919-S006;IMP-M3-FCB1647DD6-S006	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-1068DBED71-P011;IMP-DL-1068DBED71-P014;IMP-DL-1068DBED71-P015;IMP-DL-1068DBED71-P016;IMP-DL-1068DBED71-P017;IMP-DL-1068DBED71-P020;IMP-DL-CAA415139D-P011;IMP-DL-CAA415139D-P014;IMP-DL-CAA415139D-P015;IMP-DL-CAA415139D-P016;IMP-DL-CAA415139D-P017;IMP-DL-CAA415139D-P020;IMP-DL-E1F1BB4192-P007;IMP-DL-E1F1BB4192-P010;IMP-M3-0D398C7F27-P007;IMP-M3-0D398C7F27-P010;IMP-M3-F4E66B2919-P011;IMP-M3-F4E66B2919-P014;IMP-M3-F4E66B2919-P015;IMP-M3-F4E66B2919-P016;IMP-M3-F4E66B2919-P017;IMP-M3-F4E66B2919-P020;IMP-M3-FCB1647DD6-P011;IMP-M3-FCB1647DD6-P014;IMP-M3-FCB1647DD6-P015;IMP-M3-FCB1647DD6-P016;IMP-M3-FCB1647DD6-P017;IMP-M3-FCB1647DD6-P020	4cd708ddd57a7aff12079289cbe3402afa29217b5da84df3d0a57ffe46333f9a;95f990e2c475094e91914c8b1165b623ae873e09bdd2f783b395b2d110145896;9a2bf2c983f4ab3d8d9db2e5a95d1d73bb2073e71e7db8c9e80283e3285e7677;d4461a0d92e700decf9eef941930fb12b29df2b813a2fc5abe8564eaf3f87ac7;d8f257358a55280416bf43123a06cef3c1a10fa7aa2ce0329082be6128db2c18;dac4fecc8c3fb39c9e145ccd43ab83b6e3106f25839ff81e56d2f00b9d801578;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d;ef19b1dbf705046fbc8df6432eca5e607529ee174ea36bf4c21f6355ca3fde77	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-F9F723134526	2	IMP-DL-9DE2876887-S002;IMP-M2-11069D160E-S002	Downloads/theory-of-complex-analysis-series.tex;MATH-ALLS-2/theory-of-complex-analysis-series.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0A181AC273-P023;IMP-DL-9DE2876887-P001;IMP-DL-9DE2876887-P002;IMP-DL-AD9EFCAF62-P018;IMP-DL-AD9EFCAF62-P019;IMP-DL-AD9EFCAF62-P023;IMP-DL-AD9EFCAF62-P024;IMP-DL-FB19C24E92-P007;IMP-M2-11069D160E-P001;IMP-M2-11069D160E-P002;IMP-M2-7785C781E9-P007;IMP-M2-79778E004E-P018;IMP-M2-79778E004E-P019;IMP-M2-79778E004E-P023;IMP-M2-79778E004E-P024;IMP-M2-80AFB5AE64-P023	04a4d2eba6b2b75dab5c0fa6cc2e09c9d098f633a4a304ee064b1c0a47cf5dc1;354666cb524e0a5823f11c10cbba19777b812bb271932fb6780878fc52912ae9;3c9ab00fb8f78e0de30298bd2cc1fd09347fc8aa2a07cbc2cc780df729b0bdfd;427d190f62b54c2084d3532e76b1572719b054499dd74fd6e530ebdb1edf84f1;5f04190e3a490ae49c0c0d745ace64a547a5de815bb4d871709f3b854653e840;c299ef573bb1ccf008ce31d8de8bd7d34a11260363e18d21063692c99ead7ffc;f735538b4e73bf85330bfd8ac2b7cbe34fb6848783bbcdb2a677fc9fe5fd48f7;fc0bfe92782ea1b6fac146da03a73a7b7c64ac29ba11851806821704534bf47d	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-FFAE6708F349	2	IMP-DL-CB3C80FF97-S004;IMP-M2-7B5A4788C1-S004	Downloads/theory-of-complex-analysis-topology.tex;MATH-ALLS-2/theory-of-complex-analysis-topology.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-CB3C80FF97-P002;IMP-DL-CB3C80FF97-P003;IMP-DL-CB3C80FF97-P004;IMP-DL-CB3C80FF97-P005;IMP-DL-CB3C80FF97-P011;IMP-DL-CB3C80FF97-P022;IMP-DL-CB3C80FF97-P034;IMP-DL-CB3C80FF97-P044;IMP-M2-7B5A4788C1-P002;IMP-M2-7B5A4788C1-P003;IMP-M2-7B5A4788C1-P004;IMP-M2-7B5A4788C1-P005;IMP-M2-7B5A4788C1-P011;IMP-M2-7B5A4788C1-P022;IMP-M2-7B5A4788C1-P034;IMP-M2-7B5A4788C1-P044	07431c44db28bd1f9b0a2d5300a5d4afc3af095723cb3a79391e98e58e4f6c18;31ee84f05559b0f3d2871a6dda04bb15cb17ac537f32d3c3018fbaa885d18ea4;3419ccce9e35e554f5a62aa1a58c12c4d318e946bab912c8febaca203befd431;342cde71220e8928ead53042a1b221cfcf6617f72bf5ef8a75b3085ef1a9e64b;3697cf1e41e7c2b5d13e9851aee389bb68d37f50b8db63e1f5a37c7a4a5f6529;c91992cb8eeb57cc6b36dd8307a23e64d5b11235dcc7ccbeeb852c47090d232f;eb115e4a0685fff91315ffc8eb49a55e980b5d2505d2786c352273cf424867d6;fc341a60021a90690db03520c485dada7c80eca51927a851dcd2b3ea792f5bbe	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
