volume	file	line	family	classification	consumers	original_comment	action
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/exercise_hints.tex	98	PEDAGOGY-ENRICHED-VI	ACTIVE_KEEP	scripts/volume06/audit_pedagogy.py;scripts/volume06/enrich_hints.py;scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VI	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/exercise_hints.tex	104	PEDAGOGY-ENRICHED-VI	ACTIVE_KEEP	scripts/volume06/audit_pedagogy.py;scripts/volume06/enrich_hints.py;scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VI	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/exercise_hints.tex	110	PEDAGOGY-ENRICHED-VI	ACTIVE_KEEP	scripts/volume06/audit_pedagogy.py;scripts/volume06/enrich_hints.py;scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VI	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/exercise_hints.tex	116	PEDAGOGY-ENRICHED-VI	ACTIVE_KEEP	scripts/volume06/audit_pedagogy.py;scripts/volume06/enrich_hints.py;scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VI	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/exercise_hints.tex	122	PEDAGOGY-ENRICHED-VI	ACTIVE_KEEP	scripts/volume06/audit_pedagogy.py;scripts/volume06/enrich_hints.py;scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VI	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/exercise_hints.tex	128	PEDAGOGY-ENRICHED-VI	ACTIVE_KEEP	scripts/volume06/audit_pedagogy.py;scripts/volume06/enrich_hints.py;scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VI	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/exercise_hints.tex	134	PEDAGOGY-ENRICHED-VI	ACTIVE_KEEP	scripts/volume06/audit_pedagogy.py;scripts/volume06/enrich_hints.py;scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VI	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/exercise_hints.tex	140	PEDAGOGY-ENRICHED-VI	ACTIVE_KEEP	scripts/volume06/audit_pedagogy.py;scripts/volume06/enrich_hints.py;scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VI	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/exercise_hints.tex	146	PEDAGOGY-ENRICHED-VI	ACTIVE_KEEP	scripts/volume06/audit_pedagogy.py;scripts/volume06/enrich_hints.py;scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VI	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/exercise_hints.tex	152	PEDAGOGY-ENRICHED-VI	ACTIVE_KEEP	scripts/volume06/audit_pedagogy.py;scripts/volume06/enrich_hints.py;scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VI	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	116	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI18-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	120	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI18-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	212	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI18-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	216	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI18-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	250	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI18-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	254	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI18-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	384	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI18-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	558	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI18-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	2	Status: DRAFTED	ACTIVE_KEEP	books/vol01_linear_algebra/freeze/freeze_volume01.py;books/vol01_linear_algebra/reconciliation/reconcile_volume01.py;books/vol08_algebraic_topology/freeze/AUDIT_VOLUME08_FREEZE.py;build/vol03-review/finalize_evidence.py;reports/vol03/VOL03_REMAINING_MATH_REPAIRS.json;reports/vol03/verify_review.py;scripts/series/audit_i_viii.py;scripts/series/generate_navigation.py;scripts/series/generate_release_dashboard.py;scripts/volume01/add_volume01_dossiers.py;scripts/volume01/generate_volume01_chapters.py;scripts/volume02/audit_full_volume02.py;scripts/volume02/audit_i01_i07.py;scripts/volume02/audit_i08_i12.py;scripts/volume02/common_volume02.py;scripts/volume02/generate_i01_i07.py;scripts/volume03/audit_full_volume03.py;scripts/volume03/audit_volume03_stage.py;scripts/volume03/common_volume03.py;scripts/volume04/audit_full_volume04.py;scripts/volume04/audit_volume04_stage.py;scripts/volume04/common_volume04.py;scripts/volume05/audit_full_volume05.py;scripts/volume05/audit_volume05_stage.py;scripts/volume05/common_volume05.py	% Status: DRAFTED (corpus/ledger audited)	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	136	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI19-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	140	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI19-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	190	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI19-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	194	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI19-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	294	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI19-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	298	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI19-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	419	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI19-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	593	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI19-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	2	Status: DRAFTED	ACTIVE_KEEP	books/vol01_linear_algebra/freeze/freeze_volume01.py;books/vol01_linear_algebra/reconciliation/reconcile_volume01.py;books/vol08_algebraic_topology/freeze/AUDIT_VOLUME08_FREEZE.py;build/vol03-review/finalize_evidence.py;reports/vol03/VOL03_REMAINING_MATH_REPAIRS.json;reports/vol03/verify_review.py;scripts/series/audit_i_viii.py;scripts/series/generate_navigation.py;scripts/series/generate_release_dashboard.py;scripts/volume01/add_volume01_dossiers.py;scripts/volume01/generate_volume01_chapters.py;scripts/volume02/audit_full_volume02.py;scripts/volume02/audit_i01_i07.py;scripts/volume02/audit_i08_i12.py;scripts/volume02/common_volume02.py;scripts/volume02/generate_i01_i07.py;scripts/volume03/audit_full_volume03.py;scripts/volume03/audit_volume03_stage.py;scripts/volume03/common_volume03.py;scripts/volume04/audit_full_volume04.py;scripts/volume04/audit_volume04_stage.py;scripts/volume04/common_volume04.py;scripts/volume05/audit_full_volume05.py;scripts/volume05/audit_volume05_stage.py;scripts/volume05/common_volume05.py	% Status: DRAFTED (corpus/ledger audited)	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	112	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI20-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	116	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI20-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	164	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI20-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	168	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI20-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	224	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI20-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	228	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI20-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	301	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI20-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	475	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI20-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	57	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI21-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	61	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI21-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	126	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI21-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	130	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI21-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	187	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI21-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	191	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI21-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	275	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI21-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	449	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI21-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	43	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI22-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	47	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI22-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	111	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI22-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	115	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI22-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	159	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI22-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	163	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI22-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	241	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI22-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	415	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI22-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	76	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI23-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	80	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI23-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	126	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI23-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	130	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI23-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	179	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI23-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	183	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI23-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	282	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI23-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	456	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI23-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	76	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI24-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	80	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI24-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	121	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI24-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	125	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI24-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	166	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI24-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	170	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI24-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	264	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI24-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	438	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI24-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	52	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI25-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	56	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI25-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	118	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI25-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	122	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI25-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	146	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI25-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	150	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI25-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	232	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI25-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	406	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI25-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	54	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI26-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	58	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI26-example-01	keep; active tooling references this marker family
