duplicate_group,duplicate_type,canonical_file,archived_files,decision,rationale,confidence,group_size
exact-500,exact,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/span_basis.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch06/span_basis.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch06/span_basis.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/span_basis.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/span_basis.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch06/span_basis.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch06_span_basis.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_span_basis.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch06_span_basis.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch06_span_basis.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch06_span_basis.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,11
exact-501,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig20_translation.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig20_translation.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-502,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/fig05_velocity_tangent.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/fig05_velocity_tangent.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter04_motion/fig05_velocity_tangent.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/fig05_velocity_tangent.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/fig05_velocity_tangent.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/fig05_velocity_tangent.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter04_motion/fig05_velocity_tangent.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/fig05_velocity_tangent.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-503,exact,chapters/tex/theory-of-linear-algebra-1.tex,imports/COMPILE_READY/Downloads_theory-of-linear-algebra-1.tex;imports/COMPILE_READY/MATH_ALLS-3_theory-of-linear-algebra-1.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-504,exact,chapters/tex/theory-of-geometry-IV--math-alls-2.tex,imports/COMPILE_READY/MATH-ALLS-2_theory-of-geometry-IV.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-505,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter04_vector_integration/chapter04.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter04_vector_integration/chapter04.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-506,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/monolithic/main_PR-BOOK-07.2.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/monolithic/main_PR-BOOK-07.2.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-507,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter02_differential_calculus/sections/2_07_summary.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter02_differential_calculus/sections/2_07_summary.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-508,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/quantum_hall/fig07_edge_state_wavefunctions.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/quantum_hall/fig07_edge_state_wavefunctions.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-509,exact,imports/MATH-ALLS-2/merged_exercises_FULL_v2 (2).tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_FULL_v2 (2).tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_FULL_v2 (2).tex;imports/Downloads/merged_exercises_FULL_v2 (2).tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-51,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/frontmatter/03_how_to_use_this_book.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/frontmatter/03_how_to_use_this_book.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-510,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_16_divergence_sources_and_sinks.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_16_divergence_sources_and_sinks.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-511,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch03/vector_calculus_architecture.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch03/vector_calculus_architecture.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch03_vector_calculus_architecture.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch03_vector_calculus_architecture.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_vector_calculus_architecture.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch03_vector_calculus_architecture.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch03_vector_calculus_architecture.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch03_vector_calculus_architecture.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch03_vector_calculus_architecture.tex;imports/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch03/vector_calculus_architecture.tex;imports/Downloads/theory/figures/ch03/vector_calculus_architecture.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch03/vector_calculus_architecture.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,23
exact-512,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter02_differential_calculus/sections/2_08_rigorous_synthesis.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter02_differential_calculus/sections/2_08_rigorous_synthesis.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-513,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter03_vector_calculus/sections/3_04_laplacian.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter03_vector_calculus/sections/3_04_laplacian.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-514,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch05/euler_rotation.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch05/euler_rotation.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch05/euler_rotation.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch05/euler_rotation.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/euler_rotation.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/euler_rotation.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch05/euler_rotation.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch05/euler_rotation.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch05_euler_rotation.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch05_euler_rotation.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_euler_rotation.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch05_euler_rotation.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch05_euler_rotation.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch05_euler_rotation.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch05_euler_rotation.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/euler_rotation.tex;imports/Downloads/theory/figures/ch05/euler_rotation.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch05/euler_rotation.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,18
exact-515,exact,imports/Downloads/theory-of-commutative-algebra-16.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-16.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-516,exact,imports/MATH-ALLS-2/theory-of-disitrbutions.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-disitrbutions.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-disitrbutions.tex;imports/Downloads/theory-of-disitrbutions.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-517,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/sections/3_16_summary.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/sections/3_16_summary.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-518,exact,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/state_space_map.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch06/state_space_map.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch06/state_space_map.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/state_space_map.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/state_space_map.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch06/state_space_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch06_state_space_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_state_space_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch06_state_space_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch06_state_space_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch06_state_space_map.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,11
exact-519,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig26_uniform_vector_field.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig26_uniform_vector_field.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
