duplicate_group,duplicate_type,canonical_file,archived_files,decision,rationale,confidence,group_size
exact-720,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/references.bib,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/references.bib,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-721,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/quantum_hall/fig12_integer_qhe.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/quantum_hall/fig12_integer_qhe.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-722,exact,imports/MATH-ALLS-2/merged_exercises_corrected (4).tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_corrected (4).tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (4).tex;imports/Downloads/merged_exercises_corrected (4).tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-723,exact,chapters/tex/theory-of-complex-analysis.tex,imports/COMPILE_READY/Downloads_theory-of-complex-analysis.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-724,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part03_foundations_quantum_mechanics/chapter13_crisis_of_classical_physics/chapter13.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part03_foundations_quantum_mechanics/chapter13_crisis_of_classical_physics/chapter13.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-725,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part04_advanced_quantum_mechanics/chapter26_quantum_statistics/chapter26.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part04_advanced_quantum_mechanics/chapter26_quantum_statistics/chapter26.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-726,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/fig09_pulley_single.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/fig09_pulley_single.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter05_newtonian_mechanics/fig09_pulley_single.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/fig09_pulley_single.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/fig09_pulley_single.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/fig09_pulley_single.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter05_newtonian_mechanics/fig09_pulley_single.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/fig09_pulley_single.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-727,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch04/pitchfork.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch04/pitchfork.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch04/pitchfork.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch04/pitchfork.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/pitchfork.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch04/pitchfork.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch04/pitchfork.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch04/pitchfork.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch04_pitchfork.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch04_pitchfork.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_pitchfork.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch04_pitchfork.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch04_pitchfork.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch04_pitchfork.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch04_pitchfork.tex;imports/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch04/pitchfork.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch04/pitchfork.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch04/pitchfork.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/pitchfork.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch04/pitchfork.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch04/pitchfork.tex;imports/Downloads/theory/figures/ch04/pitchfork.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch04/pitchfork.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,23
exact-728,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/sections/5_03_newtons_first_law.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/sections/9_03_newtons_first_law.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter05_newtonian_mechanics/sections/5_03_newtons_first_law.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/sections/4_03_newtons_first_law.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/sections/5_03_newtons_first_law.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/sections/9_03_newtons_first_law.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter05_newtonian_mechanics/sections/5_03_newtons_first_law.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/sections/4_03_newtons_first_law.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-729,exact,imports/MATH-ALLS-2/merged_exercises_corrected (3).tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_corrected (2).tex;imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises_corrected (3).tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (2).tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises_corrected (3).tex;imports/Downloads/merged_exercises_corrected (2).tex;imports/Downloads/merged_exercises_corrected (3).tex;imports/MATH-ALLS-2/merged_exercises_corrected (2).tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-73,exact,imports/Downloads/theory-of-algebraic-geometry-9.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-9.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-730,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter04_ordinary_differential_equations/sections/4_06_worked_examples.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter04_ordinary_differential_equations/sections/4_06_worked_examples.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-731,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/quantum_hall/fig09_current_distribution.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/quantum_hall/fig09_current_distribution.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-732,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter05_complex_analysis/sections/5_05_analyticity.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter05_complex_analysis/sections/5_05_analyticity.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-733,exact,chapters/tex/commalg6_report_structure_template_1_.tex,chapters/tex/commalg6_report_structure_template.tex;imports/COMPILE_READY/Downloads_commalg6_report_structure_template.tex;imports/COMPILE_READY/Downloads_commalg6_report_structure_template_1_.tex;imports/COMPILE_READY/MATH_ALLS-3_commalg6_report_structure_template.tex;imports/COMPILE_READY/MATH_ALLS-3_commalg6_report_structure_template_1_.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,6
exact-734,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter01_linear_algebra_and_geometry/sections/1_14_summary.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter01_linear_algebra_and_geometry/sections/1_14_summary.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-735,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/sections/5_02_the_concept_of_force.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/sections/9_02_the_concept_of_force.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter05_newtonian_mechanics/sections/5_02_the_concept_of_force.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/sections/4_02_the_concept_of_force.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/sections/5_02_the_concept_of_force.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/sections/9_02_the_concept_of_force.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter05_newtonian_mechanics/sections/5_02_the_concept_of_force.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/sections/4_02_the_concept_of_force.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-736,exact,chapters/tex/theory-of-algebraic-geometry-3.tex,imports/COMPILE_READY/Downloads_theory-of-algebraic-geometry-3.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-737,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/sections/5_07_momentum.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/sections/9_07_momentum.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter05_newtonian_mechanics/sections/5_07_momentum.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/sections/4_07_momentum.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/sections/5_07_momentum.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/sections/9_07_momentum.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter05_newtonian_mechanics/sections/5_07_momentum.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/sections/4_07_momentum.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-738,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/sections/3_04_the_derivative.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/sections/3_04_the_derivative.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-739,exact,chapters/tex/theory-of-algebraic-geometry-2.tex,imports/COMPILE_READY/Downloads_theory-of-algebraic-geometry-2.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-74,exact,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/outer_product.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/outer_product.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch06_outer_product.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-740,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/worked_examples_and_exercises.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/worked_examples_and_exercises.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-741,exact,imports/MATH-ALLS-2/merged_exercises (3).tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/merged_exercises (3).tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/merged_exercises (3).tex;imports/Downloads/merged_exercises (3).tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-742,exact,imports/Downloads/theory-of-algebraic-topology-15.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-15.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-743,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter01_vectors_geometry/sections/1_08_linear_independence.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter01_vectors_geometry/sections/1_08_linear_independence.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-744,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part04_advanced_quantum_mechanics/chapter27_relativistic_quantum_mechanics/chapter27.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part04_advanced_quantum_mechanics/chapter27_relativistic_quantum_mechanics/chapter27.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-745,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_22_epilogue_mathematics_as_language_of_nature.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_22_epilogue_mathematics_as_language_of_nature.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-746,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part05_appendices/appendixC_notation/appendixC.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part05_appendices/appendixC_notation/appendixC.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-747,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter03_vector_calculus/sections/3_10_gauss.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter03_vector_calculus/sections/3_10_gauss.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-748,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch05/complex_addition.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch05/complex_addition.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch05/complex_addition.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch05/complex_addition.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/complex_addition.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/complex_addition.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch05/complex_addition.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch05/complex_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch05_complex_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch05_complex_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_complex_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch05_complex_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch05_complex_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch05_complex_addition.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch05_complex_addition.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/complex_addition.tex;imports/Downloads/theory/figures/ch05/complex_addition.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch05/complex_addition.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,18
exact-749,exact,imports/MATH-ALLS-2/wiki-green.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/wiki-green.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/wiki-green.tex;imports/Downloads/wiki-green.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-75,exact,chapters/tex/theory-of-complex-analysis-2.tex,imports/COMPILE_READY/Downloads_theory-of-complex-analysis-2.tex;imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-2.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-750,exact,chapters/tex/merged_exercises_corrected_1_.tex,imports/COMPILE_READY/Downloads_merged_exercises_corrected_1_.tex;imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_1_.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-751,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part03_foundations_quantum_mechanics/chapter14_blackbody_radiation/chapter14.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part03_foundations_quantum_mechanics/chapter14_blackbody_radiation/chapter14.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-752,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/styles/symbols.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/styles/symbols.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
