chapter	ordinal	label	exercise_sha256	hint_sha256	solution_sha256	status
IV/08	16	exr:iv08-expand-08	3672bf893fb5a9e9d87d925031de5d5c02b1d1cd5e69903b71ed87b289450ae6	7acc5a9961f295e66b74fdeadd5828233412bae8a366a849a37f0a6445f59b76	96b2c4e2ac019ffe018d0365d52d0a9695f208ac58d5913a522c771c0f7bd17f	PASS
IV/08	17	exr:iv08-expand-09	3f204ad4bba0b1d92b7199713aebed622c7a0262b639f2e92d48a8ab6552e5ea	f76e4a698313860861ce50e85d5f6b9a3b85912d5c20fd3a14c622ecd706f1a4	70a95d7a034e51a06d46450887cb459b32d0c2f1f11f762633e0abc3b4f83e58	PASS
IV/08	18	exr:iv08-expand-10	b766c8b4ee62ad04dcfd3e11493759ebf290d289bf69449217fa5fef67d3bb41	b9a6010d907a2935560d523b6811258944f691e66f9742441789f0da620e840b	5e6f03ba1d1e3ce16e454f55f8df0cd079bc915a5bfc0e8ce276628ffbaf303a	PASS
IV/08	19	exr:iv08-expand-11	1cf9ded8a2b209af5fe8e8ba2e8aed99b30a88191f593dbf927e0fe1a30db91b	c08e94603d62f790de3641248890021e81eccabb3b0f2a58b3570f528114bc6f	174535261be00c6fe92d5e2377d0bec61ce55fbeff71c149beff94abd2f8e13a	PASS
IV/08	20	exr:iv08-expand-12	e3b6c2708177e466fccba4d4ac300152350d5d07d6613f88787bf33f8a24da1b	be6e0dff99cb442e529a3cc5b74d4fae3f15c94d4e188580b7f7c2a61bd28946	e9a1cc170592596500f51cf45748b6144fa82ca455a3784b63ae4c8848e1c38d	PASS
IV/08	21	exr:iv08-expand-13	3e4c0a6953248b33db48ec0f8594d25e0ca4878e40deb64ff43a245f24c4b1e7	4176803d43590e6bcd8b8c1f3f570f2eda7bcbe6a8fb261f8fe161fa3e5d1602	102c4ea06a4946e44988d16b52bb59142696f6b0ccd2166bb5ac56f706c014af	PASS
IV/08	22	exr:iv08-expand-14	183432c9c46d9f7a71a6f96d1d86295bb235b856873289cca48fe59ef28c31a5	3847f7f2ca9f633b3bfd4924def7ea47726412baaa4250c961e9fd6ba1f40986	206b27ec5a4239943ebd4bd4ad80dc8c3aef890777c9d4d01efe9203c3dbd224	PASS
IV/08	23	exr:iv08-expand-15	ecd7ef0fa94c9ee4499687df6c764ba2d29baf265a434dc00254373594ab6886	3d23055128aa8a2cb63e0254408ffc4315693c7c2ea6a2360cb7bd0f030e2b22	663d059396fd4da434b6a460cdff9829bf9930572dd1ef7f016345ce8133d76b	PASS
IV/08	24	exr:iv08-expand-16	291b2d708f5f2f79f3ee28eaf56fd13b2478b5e2bba52ecce77c3cbcbf007bd5	86456c3074bd7bfab2d1573154e1fd53aa107bf26dded947b39afbdcb7cc20d8	7b43744e343fb6a5563c3ca855d84dd657fb71299bfc8b6d0c903f84970c7985	PASS
IV/09	1	exr:iv09-01	7e5ea9cc52e8c96df80649620e57c695b05c58a68f2a5ec9dcc5a6f8aadfbac8	248fb3fa92e5b92749ad983a49f38884a4b1ccf61ac58b3af9e7bd3b707d1a6f	ff05010f44c69cfb25f3105028e3a98bfbe8f7ece2ba5f9986cec12effc2c659	PASS
IV/09	2	exr:iv09-02	a59805c32d146a5cb984661d24f662e3ecb6e305206f2589f926d88567b7a0f9	3fb9d6ac35508333ab8fb4f8c7f85f433080c242bba868f3f7a3d068a8d7a53d	2dad78d44d6ea052bb5cef598fa9dd528088ed54fb7a999540e46375f983a3ef	PASS
IV/09	3	exr:iv09-03	cc560ab8c253ebf913eca7de2f58dc5960e68492b53a85226f9bd8d88d4eac24	6efc8f8ebf1736648240126ddb8a0dcd3cb4259c3505e5e83f316d2b6c30276b	90b43aa3abd10fa818a8c85234aaeef111e7b7546fdcb2c2635541ae9c13c819	PASS
IV/09	4	exr:iv09-04	6320fbf5f038615b4ee5056806087af0d249f4d4208ce3fc8d80c4a7ed105775	056093b5b8b0df90885c427d63f316bea216f18e7dfd3a9fec2bc639e3453a47	efddc4627ada16f845049d338772af8c35589cfaf958532b811e35d65f28a718	PASS
IV/09	5	exr:iv09-05	5f60917ee2cbf122ab139f7bb4322125b4e28c6a3b4d7faa8ac7160e84e071b5	56db79abb87e909fa12a01800a68b8cd2cab82ea2d42359a485bbc77d513b3db	25239d160613624836a03344a2182b7683837edf8cc40a3f682c4558749039c7	PASS
IV/09	6	exr:iv09-06	c78fc08024191cabf2e0eeb251401d05f8266f34c9376d973325273c88974de7	b60588fb99ea60846545a9d6f4102674b5ec736b5b7326dab899c9ea986dc04d	8a1559c2abcde84f61e3bb4d5cb0c2b3a4f67b9f27946e50b03f5ad75f6f0c3c	PASS
IV/09	7	exr:iv09-07	0dee8632c67e0c9d5bc2f04babca0b0e7c564c0c4e321740f177c88c1c6f8984	bd5da14373ba40bac495665ef1386c5655a4cfe91ec49db3ea2156ab126bf8a8	0bdb6ae63e65c92be0dc130fa0075662dbedc4b828a99d1640dbf4e56f10c8a4	PASS
IV/09	8	exr:iv09-08	77c1cf5cfe365b930ad4e97833a116697f14399b9c595683932d67849c4e4502	3c5ee8342dab6d7a748cad02ba21eebe668e4e3cb20b28d269617fb446a0fd0b	1bb6d0cf1bb2459ae9156c83c7f8fbb081a8bdea3e49435d78fdb3cd3455a44c	PASS
IV/09	9	exr:iv09-expand-01	d6c2450eac709805661dd0d9a349e7833a28259984f2af32c0469545e09d442c	3a45f4a24d297d4ad8aae4adc9e0d765a9087fbb1aef20c1b48d7833eddf6812	68f68061f52fea5d5a96429586011f69848c2cd8928ad9f2bdf337d5fe6c0cc8	PASS
IV/09	10	exr:iv09-expand-02	f1d4ef883b09ae2257967f9fdbf7c66a462da87ea0d552d2f44889118ad21140	578c085019b64a8295e70f292e362e184dcf17e4fc37edd3a999c14faf1daf90	64b9cc749e4e979a7b48d1c554642dec9baa701aefdaf083094d86e84b27c0b8	PASS
IV/09	11	exr:iv09-expand-03	d44c18057462b24191eb0524628ea6b4e7f831c7f9422395b689634a9b764e76	c172d738b745638e845f75c9195fb007ae7ac0ebb6ee95737870dcc62d03d565	01c82b79349979fccfbf7d71828d9d8bcb5dc9f04536e0948f764dd148ebec7a	PASS
IV/09	12	exr:iv09-expand-04	cc3d4f6cfd776585f640ea5ff705ba47315ead5a250ce520e0a369d636a28eab	17ab1720cbbd1af9e20ee06c949e123cdd6cac9073549ec98e21df22a117d66d	02f62640140f2c9a4a77abb5ee1e88f98671af7445a7fd3bb5f487b47e2a77af	PASS
IV/09	13	exr:iv09-expand-05	7ec544b45f73dc8bef98a16d78f37fff40546dded126e0e6639ee25a92558cdc	96206e47a6028bcb7fc80ed540167041e88714d4cb683262513bcee83a57342d	f6df09c83f27c8ed1030e79332923df0f2a2698c333d1ac2ec0aabf3346b1b82	PASS
IV/09	14	exr:iv09-expand-06	20b447a3f92fc5179369e0610f3721ba25076b35176d8b695cf43e26904ea806	35024990e8186c605ac2e8fe2a1c05531178b57b919b1dfdc648769a318509b5	ed915d12d3de3e62ebf88df6d08a94c83f75be0c795c7acbd3c470df7ec189ae	PASS
IV/09	15	exr:iv09-expand-07	78f00c31cb8e68eb606c9fc99bf621c504b3e15e56c9c92334bce8a37b9f5004	bd17e58893517b68a22f933cdd9522e9bca6470827194a759c9955e14b2103da	51be639b5985f54c4a73fd07ade50590a5f0de8ede6917f6a1e6202a0cb54025	PASS
IV/09	16	exr:iv09-expand-08	f378de36a6dc2d34a72f8b85ea1cf9977e184d171ce7f7486412194a8b3260ae	1173562d36638bec42b4c32d789b5fed1ba35f5b1f5b01bc1182f900e47066f7	5af2e05afa92e62494b434a0a7741d0f805d4e7374c4e34ee7d59785701fb1fb	PASS
IV/09	17	exr:iv09-expand-09	b79a08ab8c63d1d0dc38ecf9a60693310b109c8b38375fff7e107622b3729a08	fcdf3a6c276c0343e04c2109eaf8081300380e6f0652a7110edfff53a00cc110	cdc1661d3703948a431a3bae73cd10f8c72eb5f2b076aa2c78e89dd81470fa73	PASS
IV/09	18	exr:iv09-expand-10	5d14279b45cc4a4b4c15b7d743435ec3d41af27c5bf5443bc24141182580f210	3021969f11c164a17715ee55fffe322460d797d1fdb80935cb6878d3cbe0f17e	a4f3f153c6085b076b54e1a77b721649ff0c285014b62493a99f4c6f9e686211	PASS
IV/09	19	exr:iv09-expand-11	6cff02584bf0a7f297cc169e2cc102f5a8382605ee45b07a72f6e82d13ee5382	038256b761fb55270e68c8cba17addc8d46418ff95364085803f34f262d81cfa	62584d26beb12d1d73948e07c6a1d9a9f2a0de3b2b9d0a5a707776fb83815368	PASS
IV/09	20	exr:iv09-expand-12	9a71bfd099d1155c4cee1878b832f9f3e9e85aee7d09cf5e4acd28419f84f7c9	e69230c995140fdb44fbc49705261d0e132a79cbbac4e1ce2d19aabb04a70630	6522906b792157337d3e4a3ef895122575f19c7913f20ac014ad9f8066806765	PASS
IV/09	21	exr:iv09-expand-13	ea1f94cd76dbecd764c6a2b60e9a7622b9f8b5217c126a59f8df3434c5fe3d43	5066d89e2ca040efdf0f4c51109a2eca84d11f3c859384780ab4fef6b23fa077	43016abb4d358657cc64ba2ecc781579d50454976c6b5072d13ff09466a2e2a5	PASS
IV/09	22	exr:iv09-expand-14	a6fd975a996747600a0cc23e3525d12ea41f509baf65a3a37ce5ad3ecfc8cfb7	1ed48507ffbde632a7468d7fe1a294c8d4736cf25d7d5f90291580b4f0963360	f70ede07fbcdd7c4cd8c88b1fb33954c921ff5b3a697f5f80a4da160feff6537	PASS
IV/09	23	exr:iv09-expand-15	acec86c6aa37ed4f4223f755cbbbe7138c03b236060e158f5ead08664c94f122	4fbca43016e8cc13683b83d8b3a34ac21e4925a1b063623d72119f204912a85b	baa72ed793641c7e519c61e454198d33afd30505e83bdd3b6a86d94ad345bf05	PASS
IV/09	24	exr:iv09-expand-16	6d6d8a75ae963e6874d0f171c6702034d4b53c876de1e101da28998d9b3488fd	dddc245ffcc26b95cfbc3ede19e6189a6f5a4d53872d1105388a1cd4edb6d875	7bd6ced9abfcfa6d1d3fa9a62cfe55cead44250a2f64063188fcd4721ecd7dc3	PASS
IV/10	1	exr:iv10-01	d9c64c216abee3e5f97a795231bb0610a3d237ceee739988b3f2c724972d37a9	a341846b89a4c49c813f8b14db9edaee10440e206398652ac461a0d6b2e00d28	b9a409e429179911d1de47408406933aa8a2d33c2ef28b7212706df2e8e4c490	PASS
IV/10	2	exr:iv10-02	7a3f8e66d3efdc2c03f6f12c2c35cf5e71f199ebb173994884f8b708124006b4	effb6888e5695dfc726ec91a436b2a56c8155a3cec020c3487fd3cbefe1bf432	efb7f8a1ed37ef3f705719f3bd13efda57307f4ba69dfe4603e4fc82177d7324	PASS
IV/10	3	exr:iv10-03	5d5e454a86b9afd9c342d464c14f1de78f5813b17a33d027df015ad9a74f6b32	54cef9ab2a950672b85857338cac11a9bd8eaa364b7601b10a4ebbb23a0cfa73	14ac0050b667bdd10958d88b81df39866f7bd1dced39925503a4f7b5a055a02b	PASS
IV/10	4	exr:iv10-04	d2b8b3eef21be8332682942799f4ce795fb0a5d2114ce0aa86ccebe9f821d070	eda69b23a30b0c5a7ac336cd234a3afecb79754ee53175fd56ba5b10a9d49d70	6affefba092564892a5bfb0b6c937104ee7ad3bcd6b0d623490abb1260fa92f8	PASS
IV/10	5	exr:iv10-05	6470ec0412a17725a2d3b01262e1b1de137067994a5c0e945e36497d2d1ca35f	5e0d81d84f023628781923145cc273b6899fa971cda65c5e14b2b601e25c99e7	effd33b9243af7fec8803c74b496f1a369a1e05863c2326449ce4583b7f459fc	PASS
IV/10	6	exr:iv10-06	105d3113f34294acad4e5131a694592e690249cd72394f758898dc6d3e156129	edaa33d7b14d9fa59acd25f4ce66cc0f05fca53282dfc5407e1f73914a1afe92	4e3d884c1bc3436b212b5d4affba86931a2aefdf45898e8cba3668dae1872066	PASS
IV/10	7	exr:iv10-07	0846e3dea65b6281d24764ebd9001b109434c35a80ed595b6f003ee58132dcd4	e6f546f5a1d74a54cb4c0afe1b763422586cc3eaad8d9117bd825b424034c55a	087a388d0b721d4daaf5361f13212efd5b378b4f8d7af174e16bb1b79bcdcce1	PASS
IV/10	8	exr:iv10-08	032de074727c640c5276b54397474649af107aa3b7ef4e6d39f17f12b01836a5	b85e8b9147d5a731ea32f1b4f8d6ff4185f1966f751f5c7c67259dce9a9cdcd8	3411f99aa5bfa6849cb5abd4b128e33ce6aada5600b1f3355c1b0e4d93fe104e	PASS
IV/10	9	exr:iv10-expand-01	cac73c1eb7acb86290d90af6103a01e507dd9d05d6ec163d32a02fa13899f8cf	efe2cd61768c6f271fdfcad10762b29437ab604c7f3e5b6db01845ab43369b49	5b5d78d3b8df2e1eb97482f669ed538aa8274da7fc9749c7ca75f25379d8cb1e	PASS
IV/10	10	exr:iv10-expand-02	ca199c6448b2ebcdff6666f9acd23c3f79d4ed5a1c7834cd1dd385cf2960f89e	569cb9fb54f5e81070aa00d05d9d5a10cea68ca8e85b029b83d0cb86dfc09bff	cdaf3d6c97785cd18e306bbc9a8a04d9d6c8b3b7637d1cd05a7353eadf8372ea	PASS
IV/10	11	exr:iv10-expand-03	23c527c0f1e843994882e3d70ede7bc4169a593a6c81b453e6f4489b1a0fb1bf	05041ac41811f67afadb6391470d5cf3e110f992680cbea4d453f173dee26b86	676fa04852660a0e31bf39dc390d3ae54d288723659802fdb7a8d70884409c2e	PASS
IV/10	12	exr:iv10-expand-04	214187af3f26fd12bff454533b4c9b5c7fcfffd42377ea059b2924ddcd859d1e	d48b6f0532f1f9fbfb6edb9f44ad1919845f4eaf97d5a861d4a0215bae52549d	189ee1678488ad01d90c880a83f03e3e132d990b4875275365cd291029864ede	PASS
IV/10	13	exr:iv10-expand-05	8620a3b4697689c6177a48735451f0a323131a12daeb1017506b64e9b6a2a38a	76b30795e98c4bde55e6980dc5c1d08e312d0d7a7f1d7f07b874ab37c1153c56	18c436538ee1aa4b991a1ecafb12cc0ae5200097997aa6599c5f488b470bc221	PASS
IV/10	14	exr:iv10-expand-06	3f1961579126b74443e2970dc6c818954060dd14695b647d935c9b7c5bb0b0f5	f5ef0595189b70381e59f0ce8b1540a2e860109f3153a315dcf97be2fdfb89fc	9ad2df02577fb6de5996e588cdc8a809ef8336fbd26117927587b01eb2657c91	PASS
IV/10	15	exr:iv10-expand-07	4959a22078badfbd6e0e1d4ba77ff637d8395ac89730d2c648574f1826335a8d	995bb67452e83bb9d2ecabe9e61b4e890d3640939eac0c784ae5eb3082c485c9	3a66f01deae77f54d0e82d73993b2e1bcd0072d405a13d1e0100c0c501430276	PASS
IV/10	16	exr:iv10-expand-08	020b8a4d2d1847fbb0d95eebc6e06ecd7904dcb0b14d305b1bd80a776dca8797	a65b1da9c6bf44b72058ea483e198e2c373b88e05fcd15d9af0c8a852a974147	56460b7a0ec1ceecb53f51d745e27da6fb14a4333c14ed9439e96bed2b6af57a	PASS
IV/10	17	exr:iv10-expand-09	c4f12ff516c44ea53c37f8c71ad9a13f69c2363e3d722d444f72d47f49130897	9ba9aae36b3f072228eb2bcecd3eccbc944938a804a0b1994b989504f67a2381	b772add5d52ec8f4ef95b6227b79a73dd8c2dad78f84aa70d0a307f0f4488a70	PASS
IV/10	18	exr:iv10-expand-10	7d25d437ade288859e89a3cd25a7ff717023f4cc71ff8ba6fdf452f6a73d3980	4e96ddadfaf49465eaf18652db9ff9eb9ecca241e1bc9c4bf2e06b19feda8cdd	966e573433e0f952d5564d9090b5664c6d2afa23b55c0939fa550788b2095cc8	PASS
IV/10	19	exr:iv10-expand-11	ad9f9275e437a5d01d06fa2a6ad9c96576ff2c3539b376a45128b87f97f3c65c	a9ac138d5b697ad8edbf45f76f58d2dec08cff28da71a6d0068ca9ba4ffa3b70	bfdcab64eabe81b21325567972016206f114dd9b6dcb4fdfdea1cedf5bc79d46	PASS
IV/10	20	exr:iv10-expand-12	e81703c108fa952fbfc8f57c902d9371981c65d262b4d1c180737ecfb39081b3	df895ac89e1c846db5f0bd294cb0b6e42f7d97ca9e1a37b9bbd98b7d18e9427e	486e4af26080d2015fb3f477839dce364722846d75108a61df28c69981b3c7f1	PASS
IV/10	21	exr:iv10-expand-13	34db61251b3651b441f9370c562a112245f11622f0b84a6a19222b6d57ea1345	7af78a9818919e97b984908ac5385303942f18ed67804eb9749b201d5b4a2795	d94199c3f90fd8686d6c20492e0f9df38402148901a8a1d13e941cfdd04f6f50	PASS
IV/10	22	exr:iv10-expand-14	cd574a3653ff1fedb5f0040b46b6bc89c278ad3833c5bcc4a1b63734628d26a6	8a484291cf9bd9608ebc92e6ee2d81aefc43b7ee0ea8b621581cf31840f910bf	7f8873f22a421f1135c48827d71a6d5634ec8661150375961d1d8609b2923888	PASS
IV/10	23	exr:iv10-expand-15	fbc3a73899a756f78b6c09af9029e6cd789b5bfea8abc2eabddfcecd82969b8e	1e4307e6d9aa8943c1aefcb8eb4260bc4b772cb91543fda2fa77495530fb918b	2117bb8d93fcd8d1ecd8ef4b46dd2c0c3c1590dc4cce15c6ea60ce8d75bcc0b4	PASS
IV/10	24	exr:iv10-expand-16	d09676403d8b7f7fe389a2c23f0e67e33bae6fea71f001b296077c804badf64f	f64034941cecae6e35ec38b2022460f0468ede4411e9438a89975604014f16ce	1cb06a2f1e720e96837dfe9d831adef5db79e7dc38a7ff03e133579aa48976c0	PASS
IV/11	1	exr:iv11-01	b7493911975ec2e79815c931f4f17ccd53291984cf1bc3489727a22386d971ec	5ec61089053b586e35e4ddf7c6e81d079dd41e803a7393554b0edd5c8f473f46	8c82cb3773a7db7deba478448e5a6feffdfa63b5f2f75f281e5e688487f65a35	PASS
IV/11	2	exr:iv11-02	b30c89caf3465cd7794ed9327bfeee934c84c090b71c8d24263d4a5849ed0298	256fc200bd52bf383e5a647a8250051b7f486ed642944cf85ce60e14cd731fe4	860ed6b73770ba374807b3310420fc1e0fca849cfffad8c4013a74c35cc48a28	PASS
IV/11	3	exr:iv11-03	6149dd4f141a5468afd78825759826c24df484e212eb5263c8b447780690c317	8bf2ab9f683d9d7c453c9502d8166534b9115ee03706790c6397b23bd4ad78ba	e29d3e2470f3f5e3dbe6b2fc44b8ccaf8d3ace6ae1fec9d5490708eec48b0d44	PASS
IV/11	4	exr:iv11-04	1a34525a1a6aae32c99e8eb2fe724802a4866c47735b80c68cf4722b99427b1e	6b46afec0787960460ce59ed4b13522cfee3a897bb667e78b1138496c820306f	48d8f7b919c53c07733b804b440e635defb2848e830a6ed62ff14af943ff0ce2	PASS
IV/11	5	exr:iv11-05	5d0764974cdbbd0d9cc9c055f67be58c1a6bb5aad587c54431b38021dd7a99bd	49e54bc3465cdaa29dfbf3989801d3fcdba1044fa18dee302043bebd4fe0fe13	ef6eafb51057ab13b0c66d3da6e59e6260c16b598f6670c5100bd4e59a1ea4cf	PASS
IV/11	6	exr:iv11-06	cfce90c37cbf04d72b3371f76f9787e4d2f994e05ae7561334e6235edc088905	ed8e818d8ff9cc510837c76e7488a21e20f4cc89e9569571c253d3179248e3cc	9b24b0eb34c7f2d51567d46d746b3404034cc244c52bc666c43051d7e985c852	PASS
IV/11	7	exr:iv11-07	5314011091da3abf194bb7ce5292f7af6e28692ec8a415e0785a9efb29dd725e	0f68caa3fb5ab8b3af0ed1aecd1b0e243463618bb21d4af27c0902affc7cabba	fe0c71a4c385edd0353a95d351df168200acfd4a5c51f8ffe61b8c3d0e0fa38e	PASS
IV/11	8	exr:iv11-08	73059690bec00cbd1f375a58dd0590259df586dd131044c3ebb406dc87a885e2	02a708ccfc18d5d56465341054677c745e84637ed0eeedb241cd9fb64d2609e2	fe19f7e777be295d31816190a5af560664a18638241df958e1ef9c69a63770f6	PASS
IV/11	9	exr:iv11-expand-01	0c59dd9228d4836a8098268f05b4f88b0cccd9c044801d051d1cfaee993951ea	00fbb879f82f0700faf38df1cba07c06cc29e1513d812ac9974fc3cfda61bb29	6b227f4d00119baee758133b39d322c5298fa1b6ee1859de1b24e97fea4a6049	PASS
IV/11	10	exr:iv11-expand-02	c6cc2c7108a2938dd1ef3071cd86f08f6a3b58d39a8c469315a32d3692b84307	e90420cd0e503aeda045b11f0bb0de08c88166537826740d242faa992c8d2629	01c9526f17786e0f820f377c85876b4a95db300e1f9eed8e8834bece516bed65	PASS
IV/11	11	exr:iv11-expand-03	20e7cc51a4437c7f92cd282f40a57c0544ef6038a6afab7e1496f4b3676f36b3	370a081fc7f53ee4280746b84769dd93798cd75d19d458153505b9f7179bc58b	aab7332dcebd562202c3d9526ae1a21e909a78eb346b635cbda2c581ed805fd0	PASS
IV/11	12	exr:iv11-expand-04	94209e9d7fe84d3be1c724330fb1ec7218dc24fc9484897cbc5c5384797fdcf4	8a53d65e34bc6a72c59eda8c752bf5f314665050f23b3e872a99bf2b0faea272	68bfdb2f533d5488c280410fdc592079751a9ce8e0fc7009f28acfe22351a50d	PASS
IV/11	13	exr:iv11-expand-05	9ac17eff6ea35c795b1542838731f8ebd952cc4d14dfd78fb1c231b8b51bd4b9	0e7eae85b2440b81a1e8bca8ca967ab811d8e492b77a45c73faa3f453572a9e7	be9f2be04a19f8bad2999b6478f68c03a8ce4fcecda0b9f9db8140ceda5759b9	PASS
IV/11	14	exr:iv11-expand-06	d6490723a68727c062015fcccde6019bc69cca88dd305edc614eeb27808be132	691a845f9cd80aae75fe8e304fe8ce196e0bfea37149916ed3d14f3e4373e034	4e44afaf78284cde06cb1f270e94ad970f145056fd811b34ec9334cf0223a7fa	PASS
IV/11	15	exr:iv11-expand-07	807be788ca7707bc04f59df99f6bda4584aec936e26f3997c3073595faa4aebe	0447c6a912520f2243526856acb909ee4d5277cef7dfe904bf46047a825f0df6	576456933c0cadefde6ff36a344eb82d9f873b14bb34b32d25e2abcb7e1bce5d	PASS
IV/11	16	exr:iv11-expand-08	53f47b40d7a349ec2f748af3b062657106bad57d8955e25eae13ac370c67a70b	24a53e04aec11a93c1f70aa41cdc78705787182d5198a4137b24819800169138	77535e07ac77792d4d78ff674c30c62d0ed3d2f668e19fdb855106237a6aa367	PASS
IV/11	17	exr:iv11-expand-09	0bcb1606bb3d13c18b5328dc209e85cd743f97a65f245b833556d1158a2c3705	2bd6cf466de411db0a296e3e7938e32af1d550e0e815c136cc0c561c2a3bd35f	d508a04a9339ae68b961870a9c599bcff345f4aa18fa2e8d9c3b42671e47aee0	PASS
IV/11	18	exr:iv11-expand-10	ba6e2d21fac6eec56beeb38e9c89a7646e00d5663779f2e9bc67213ddb70b716	92ca503dade482ea9ffa6c146e4a17a21660c025300cd4dc0a6955342151b39f	de0e20bde94d486d0d9f7d7011ba046fca243366cfa5b82096ca1bcfa7deb17b	PASS
IV/11	19	exr:iv11-expand-11	024fc5951e805adcbb65b989f6e7abfd8a438d710088c2b777545b8b16b6f1a8	5f4a1883bf82bab09c91fda76e7176d0a06fe8a04f792ea703363a0c68c1abad	86444c4a7087427fd66a2a6e1bfb37e5500dac48b40bd98613e59b512ac1e8a5	PASS
IV/11	20	exr:iv11-expand-12	78e8d77ae23480236d68364b7cc17d837a1e2e8658f774918021a9cb41b8d564	cc82b4bb623e6429f5e792381e50ecbfd4141f9ba54c3f2c246125e5bc2acad5	68b75bcea7916224be019c433009cf4fcd78ee5e093914664f4d8058b49697d8	PASS
IV/11	21	exr:iv11-expand-13	bb6a4ad1b0b0cc0302adc7d29abad1707399a90adf6e3b8341094fbd75ca364b	6a17d9bd59d794afbcd399570ec8c2815b049ee58519203bfed6951014caace1	0bd8d45bd00d9b5fbb5925ea62bf0ced3c66b5efc7cc196686f78bdb50fcecc2	PASS
IV/11	22	exr:iv11-expand-14	e4a13316ecb2f9651584d4e63b7fef4f13d71b17aa01d5f8b0c5af7e0c5902a8	6cd34c18e9ebf81f9f6cc7298f5956d1eb4115693082289468439d018704402d	0c685d6c14d17478bbfd691ad06614cc7dad9a6075668d8f9c07a3eb8dfe7df0	PASS
IV/11	23	exr:iv11-expand-15	016c1fff32ee9b7903efdef9f2655b7c4c9a35202b291c6d87bdd79749b5c59b	761d55e9c78ee71d50eb676cc82dfe800359e40d01db374329ecdd79e407a72d	81e42721ec4eacad24dd2e009a568651b7f6de59face38bee0def19ede7a43c9	PASS
IV/11	24	exr:iv11-expand-16	54a08f1443d7ca10b436ed9226593bc57e21c83be5e407a995017bd84c985f82	e41a17954a6b9d5dda79004d1520d80fc1054ceddd4db2b20b26d14d8a7d31d4	2bec2943b157b60aaf63c0e7d7473a487b884ce1b9386adf211e34a1eabe8e3b	PASS
IV/12	1	exr:iv12-01	a7ea9e7cf0990066465afad1e4a217cdfcb9a1547d8a9899eb88d4ba51b8cce3	5d8f8d99f16d321ace4786a80aa1231ae40db1af39f64fd36c49bf3390fbee25	dcd30f567376b85116ebf57e6e4818b062aa8e77a8e21ff74db1246b5aaf07e9	PASS
IV/12	2	exr:iv12-02	377b94189f058b90d395b6d34044accfe2f5022e4fcf6d5d11e0700547800000	8f4f3ee0cd6fd1d65b7751337263007c0a0c528e9966f3458146d3af91629535	7da1516a6f773e0c839445113d8f835885395a973b48e8439a1fbf0993c5bcc8	PASS
IV/12	3	exr:iv12-03	9445e0291a6d802b44748a29b5c609cdf2ef772c9d315c91ea530a421e12c3b8	6216f31fedb0e8d7870664a08a468ff14d895a86ee16518fae7e6aceec6d9d5b	5014f99e54aa34605c723048c83f9fb181f3381c3cb52d817487836ac49cc29c	PASS
IV/12	4	exr:iv12-04	0846e3dea65b6281d24764ebd9001b109434c35a80ed595b6f003ee58132dcd4	a1619551e348207253964aa81d7794d4f3c07b2725852f8ffffd2f58f2d92e0e	e8d74a4e9dd1a75e5b502c40345174d49cb871ed3e6a4cd0b791434cdec4b5be	PASS
IV/12	5	exr:iv12-05	d43642231f82cfb98b921c20dce3e7fd2c193f317d66cccc8d9cbb3eb8b1cec6	dcfd96236959da25b8dbd478aa7fe8c9dea5606b5309e204dc8ecaf51c13564b	94b127a834bd849d84d6a78e72cccefc358e08ba6ed962730eb30764be8d4736	PASS
IV/12	6	exr:iv12-06	6c872ab86e1fabbbfbc58a989b8750558db41973cca6a4103d20e55972d927f8	58bb58423280bacb773b5aaf88052c52ee325dad4ad5389604eb2061468aee18	a85affc2dcabbca48d47d969c083db75182ee1049cb3ac1f27f5e2708d90beb8	PASS
IV/12	7	exr:iv12-07	fbe6cfe47050b4b5764481e10068b4fb32eddda863eeada273caa0cf35f74f1f	2639c710e9b10004ef173d5c033260bbc251617cbd6986c38794d31526ddea8b	a6dad5844c0b69fba3f7179d74c9a2f9bdf8863c8d2656a697ce6efdbd3d82da	PASS
IV/12	8	exr:iv12-08	6291f5f6484109591587dafe0a3604921f2c65c001179acb29aaaeb75a253f3a	4551fc2830083f344b7d27be2f6a846e1b9e11fc6a71b360923f3daceb339ed9	fa97185669e29f1a2f5d1ae06e801966096077c63cdb014d416cbc30e1f762a2	PASS
IV/12	9	exr:iv12-expand-01	0af3b8f2cebbfaaaf5df69bf68d456ec9bae0cddffeba9df7e06e2c3af8df6d1	febcda3c39a5c98ee4038e05682ef4a573e47f3d8a58c65b36e003166ff27f7f	defec7dbd42585f69536ae351c1d3c41c732caa1f02b8f29dec817d6234d70ec	PASS
IV/12	10	exr:iv12-expand-02	fa8cb7154f1556488e9078b59fb2eb52e1409ec08c145401490ddc461ed508cc	30bcddb0fb2dda363a5910402e5c83163e39d9f9a6036214082ba133d9b8d8f1	9df24a4b03e607507ee677bce1d84fc4939c05f3caabb02d9b259e29f1f37805	PASS
IV/12	11	exr:iv12-expand-03	eaee04cb4899a08c0f51916159f689e79648189b03661a7427b6a7bd35e82241	bf93117681076ef6eb88088678106d3fd82fab35de1ab50f7ded982f5a4493db	7746c5c5355b1a158e49f36259ae0c4aff97559b155b96dccb813476c64a7423	PASS
